id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
370,2,1291.4658426193178,0,0,1138,11.186,2.994,0.588,0.361,0.582,0.178,0.241
370,3,1405.8890422696427,0,1,1142,11.408,3.004,0.563,0.238,0.584,0.185,0.231
370,4,1684.04517160118,0,1,1102,11.38,2.976,0.57,0.227,0.587,0.184,0.229
371,1,850.9377521416277,1,0,495,11.121,2.875,0.584,0.334,0.669,0.224,0.107
371,2,1383.3975881666188,1,0,489,11.162,2.857,0.579,0.285,0.669,0.221,0.11
371,3,1471.1786537059918,1,1,503,11.183,2.909,0.565,0.192,0.664,0.213,0.123
371,4,1571.2074827521826,1,1,528,11.203,2.833,0.574,0.154,0.665,0.222,0.114
372,1,745.9700842460707,0,0,278,11.794,2.942,0.511,0.016,0.619,0.27,0.112
372,2,1034.1515218984161,0,0,263,11.723,2.924,0.529,0.057,0.646,0.247,0.106
372,3,1119.8248161767742,0,1,259,11.615,2.873,0.533,0.019,0.656,0.247,0.097
372,4,1183.5783882084454,0,1,258,11.666,2.841,0.539,-0.058,0.636,0.267,0.097
373,1,810.5597932120509,1,0,332,11.824,3.075,0.485,-0.161,0.672,0.217,0.111
373,2,1112.8481381099173,1,0,321,11.865,3.09,0.495,-0.16,0.673,0.215,0.112
373,3,1100.792394581161,1,1,369,12.122,3.038,0.512,-0.199,0.675,0.203,0.122
373,4,1148.0857199648658,1,1,370,11.896,2.989,0.514,-0.171,0.673,0.208,0.119
374,1,749.7094333614334,1,0,2717,11.225,2.976,0.593,0.339,0.851,0.109,0.041
374,2,1102.7333348286816,1,0,2741,11.243,2.969,0.59,0.32,0.849,0.111,0.04
374,3,1195.0878456034861,1,1,2599,11.28,2.993,0.583,0.276,0.85,0.111,0.039
374,4,1359.3219232563904,1,1,2682,11.227,2.983,0.582,0.238,0.845,0.114,0.042
375,1,611.6310989179399,0,0,347,11.224,3.063,0.516,0.005,0.827,0.138,0.035
375,2,937.8068677710882,0,0,358,11.113,3.022,0.52,-0.004,0.824,0.137,0.039
375,3,1104.4032249281233,0,1,376,11.143,3.045,0.54,-0.005,0.824,0.141,0.035
375,4,1084.9500524282469,0,1,410,11.201,3.039,0.527,-0.076,0.817,0.141,0.041
376,1,959.1998763339822,0,0,474,10.955,2.954,0.671,0.553,0.555,0.232,0.213
376,2,1056.2200547259704,0,0,481,11.106,3.008,0.657,0.508,0.565,0.233,0.202
376,3,1372.5510772380806,0,1,470,11.036,2.97,0.668,0.46,0.56,0.234,0.206
376,4,1657.1606840145637,0,1,456,11.113,2.945,0.678,0.484,0.548,0.232,0.219
377,1,804.4057830610229,0,0,539,11.165,2.898,0.505,-0.03,0.577,0.219,0.204
377,2,1033.583819114972,0,0,656,11.362,2.953,0.505,-0.034,0.576,0.21,0.213
377,3,985.578012214094,0,1,672,11.299,2.94,0.501,-0.073,0.546,0.222,0.232
377,4,1160.760431998692,0,1,645,11.337,2.941,0.524,-0.068,0.544,0.226,0.229
378,1,1183.4515881928514,0,0,160,11.253,3.1,0.525,-0.127,0.769,0.194,0.038
378,2,1074.9738960122063,0,0,159,11.268,3.119,0.547,-0.116,0.786,0.176,0.038
378,3,1227.6861222603177,0,1,190,11.398,3.142,0.489,-0.238,0.779,0.184,0.037
378,4,1125.5911507254884,0,1,232,11.781,3.103,0.483,-0.419,0.793,0.177,0.03
379,1,754.1844826184098,0,0,1310,11.255,3.025,0.581,0.222,0.863,0.06,0.077
379,2,1021.8916420428963,0,0,1304,11.242,2.98,0.577,0.195,0.858,0.064,0.077
379,3,1104.724164809514,0,1,1308,11.351,2.975,0.557,0.079,0.86,0.06,0.08
379,4,1322.3380630634456,0,1,1296,11.341,2.987,0.548,0.05,0.861,0.061,0.078
380,1,726.3961006844055,0,0,153,11.341,2.915,0.529,0.151,0.843,0.098,0.059
380,2,804.4023208796281,0,0,141,11.139,2.922,0.532,0.197,0.837,0.099,0.064
380,3,1033.8713942987583,0,1,141,11.333,2.965,0.525,0.132,0.851,0.099,0.05
380,4,1145.0964194393423,0,1,144,11.353,2.944,0.528,0.072,0.854,0.097,0.049
381,1,895.7529376084295,0,0,247,11.904,2.931,0.474,-0.089,0.907,0.069,0.024
381,2,841.8896038744961,0,0,233,12.137,2.944,0.476,-0.121,0.914,0.069,0.017
381,3,1147.9060279360235,0,1,231,12.181,2.974,0.472,-0.091,0.935,0.048,0.017
381,4,1212.741798559143,0,1,219,12.069,2.977,0.466,-0.119,0.922,0.055,0.023
382,1,1175.5476272128892,0,0,279,11.452,2.842,0.556,0.1,0.552,0.355,0.093
382,2,1084.8598729492426,0,0,263,11.269,2.817,0.555,0.117,0.525,0.373,0.103
382,3,1269.377304632099,0,1,255,11.341,2.788,0.561,0.12,0.549,0.345,0.106
382,4,1773.3413512858544,0,1,267,11.524,2.783,0.551,0.063,0.554,0.352,0.094
383,1,512.4045647122788,1,0,188,12.226,2.92,0.463,-0.519,0.899,0.043,0.059
383,2,794.9396920287218,1,0,174,12.144,2.925,0.489,-0.44,0.897,0.046,0.057
383,3,938.9405437725161,1,1,200,12.075,3.02,0.485,-0.529,0.89,0.055,0.055
383,4,886.5953176398637,1,1,289,12.334,3,0.446,-0.518,0.889,0.059,0.052
384,1,763.8307562874842,0,0,756,11.629,3.05,0.532,-0.043,0.742,0.183,0.075
384,2,930.6392661144074,0,0,794,11.969,3.02,0.516,-0.208,0.737,0.19,0.073
384,3,1011.4201513571246,0,1,825,11.914,3.002,0.527,-0.214,0.745,0.182,0.073
384,4,1240.6364044768789,0,1,787,11.891,2.973,0.526,-0.205,0.742,0.18,0.078
385,1,846.6499206829081,0,0,192,11.9,3.031,0.526,-0.154,0.932,0.042,0.026
385,2,897.751810354125,0,0,191,11.788,3.037,0.56,-0.168,0.937,0.037,0.026
385,3,946.1700091411499,0,1,214,12.076,2.916,0.519,-0.264,0.953,0.023,0.023
385,4,1193.9742137013664,0,1,219,12.238,2.986,0.507,-0.299,0.95,0.023,0.027
386,1,995.2273688336019,1,0,339,10.36,3.05,0.634,0.92,0.85,0.062,0.088
386,2,1497.2642204785757,1,0,338,10.708,3.136,0.63,0.875,0.855,0.068,0.077
386,3,1643.6802685052098,1,1,342,11.053,3.064,0.599,0.745,0.857,0.07,0.073
386,4,1839.570999454177,1,1,342,11.163,3.129,0.585,0.653,0.865,0.061,0.073
387,1,639.9453278779114,1,0,121,11.697,3.041,0.587,0.002,0.628,0.223,0.149
387,2,863.0529489355283,1,0,128,11.651,2.93,0.586,-0.087,0.633,0.227,0.141
387,3,1295.756867690128,1,1,176,10.977,2.96,0.545,-0.132,0.608,0.233,0.159
387,4,1503.8444935917898,1,1,171,11.106,3.023,0.526,-0.117,0.614,0.216,0.17
388,1,747.3295242252368,0,0,984,12.033,2.918,0.423,-0.422,0.711,0.178,0.111
388,2,753.9667172583728,0,0,1006,12.099,2.957,0.431,-0.455,0.716,0.179,0.105
388,3,816.468111366787,0,1,1011,11.989,2.955,0.456,-0.38,0.732,0.168,0.1
388,4,930.5950650778993,0,1,980,11.906,2.959,0.472,-0.343,0.739,0.166,0.095
389,1,955.6063529078905,0,0,677,11.48,2.917,0.524,0.006,0.538,0.363,0.099
389,2,931.318118041304,0,0,650,11.47,2.934,0.523,-0.049,0.548,0.354,0.098
389,3,1060.0908037294864,0,1,682,11.395,2.921,0.531,-0.084,0.553,0.345,0.103
389,4,1081.6987332146014,0,1,778,11.417,2.914,0.53,-0.16,0.54,0.361,0.099
390,1,642.1979609377736,1,0,418,12.195,2.983,0.45,-0.355,0.622,0.222,0.156
390,2,833.3696761424183,1,0,406,12.143,2.978,0.443,-0.318,0.621,0.207,0.172
390,3,931.6694561732844,1,1,392,12.165,3.026,0.469,-0.325,0.615,0.212,0.173
390,4,1244.9730842907254,1,1,366,12.232,3.036,0.478,-0.328,0.626,0.191,0.183
391,1,1002.0812854301961,0,0,983,11.331,3.057,0.548,0.043,0.803,0.151,0.047
391,2,1151.7100817662265,0,0,981,11.434,3.029,0.531,-0.036,0.808,0.139,0.053
391,3,1115.9112021951642,0,1,1014,11.56,3.053,0.519,-0.097,0.811,0.14,0.049
391,4,1256.6911199467593,0,1,1007,11.593,3.075,0.512,-0.098,0.814,0.132,0.054
392,1,1054.6735788748779,0,0,392,11.17,2.839,0.561,0.454,0.617,0.321,0.061
392,2,1138.9532752028015,0,0,378,11.407,2.886,0.553,0.379,0.648,0.294,0.058
392,3,1446.8935403637875,0,1,414,11.43,2.865,0.563,0.289,0.628,0.312,0.06
392,4,1340.4079589385647,0,1,416,11.648,2.856,0.534,0.147,0.656,0.281,0.062
393,1,701.1497179421405,0,0,174,10.016,3.098,0.609,0.456,0.5,0.397,0.103
393,2,1034.2602297978772,0,0,173,10.004,3.156,0.624,0.411,0.491,0.399,0.11
393,3,1162.1780828694762,0,1,185,10.177,3.162,0.584,0.346,0.486,0.4,0.114
393,4,1138.2419142267963,0,1,213,10.725,3.023,0.554,0.165,0.474,0.399,0.127
394,1,833.9649470386532,0,0,617,11.213,3,0.596,0.293,0.734,0.175,0.091
394,2,1002.7853739650639,0,0,604,11.341,3.005,0.581,0.243,0.727,0.177,0.096
394,3,1126.457774967092,0,1,622,11.389,3.016,0.559,0.081,0.735,0.177,0.088
394,4,1499.0765738439738,0,1,616,11.316,3.005,0.552,0.067,0.732,0.174,0.094
395,1,875.6584843546397,0,0,465,11.327,2.959,0.568,-0.048,0.774,0.155,0.071
395,2,974.7275113540636,0,0,425,11.433,2.946,0.572,-0.042,0.772,0.153,0.075
395,3,1138.7127948431896,0,1,446,11.282,2.953,0.574,-0.053,0.749,0.155,0.096
395,4,1513.438927410362,0,1,443,11.365,2.971,0.571,-0.11,0.747,0.144,0.108
396,1,1138.2497818020433,0,0,220,11.665,3.168,0.482,-0.179,0.691,0.277,0.032
396,2,1083.0625810737577,0,0,226,11.612,3.15,0.469,-0.21,0.69,0.283,0.027
396,3,1047.5353642604634,0,1,254,11.537,3.087,0.465,-0.28,0.697,0.272,0.031
396,4,1129.1692741729291,0,1,248,11.558,3.069,0.472,-0.253,0.698,0.278,0.024
397,1,944.9293685976762,0,0,313,10.805,2.882,0.623,0.441,0.553,0.329,0.118
397,2,1155.4170349096214,0,0,320,10.986,2.925,0.613,0.365,0.553,0.328,0.119
397,3,1310.7465829169223,0,1,301,11.106,2.92,0.608,0.331,0.548,0.339,0.113
397,4,1444.8709528409845,0,1,296,11.115,2.916,0.591,0.292,0.547,0.345,0.108
398,1,801.7492184963696,0,0,326,11.545,2.957,0.549,-0.026,0.641,0.285,0.074
398,2,1137.7584854684826,0,0,330,11.389,2.936,0.558,0.003,0.63,0.291,0.079
398,3,1291.2531430934062,0,1,336,11.274,2.943,0.571,-0.003,0.634,0.295,0.071
398,4,1507.9689941237823,0,1,332,11.153,2.913,0.581,-0.037,0.648,0.283,0.069
399,1,1275.7256882100785,0,0,168,10.587,3,0.613,0.42,0.607,0.22,0.173
399,2,1538.2148126343113,0,0,156,10.668,3.032,0.603,0.422,0.603,0.218,0.179
399,3,1324.4817859361426,0,1,179,10.964,2.933,0.598,0.19,0.598,0.207,0.196
399,4,1503.7081440938732,0,1,163,10.991,2.847,0.613,0.118,0.595,0.202,0.202
400,1,814.4090104358876,1,0,247,11.089,3.024,0.579,0.36,0.737,0.227,0.036
400,2,1101.1314511145013,1,0,245,11.133,3.024,0.551,0.294,0.739,0.224,0.037
400,3,1529.1354760465188,1,1,242,11.153,3.083,0.545,0.262,0.736,0.231,0.033
400,4,1419.135503249452,1,1,255,11.203,3.055,0.529,0.141,0.737,0.224,0.039
401,1,1069.9819054403965,1,0,498,11.436,2.948,0.558,0.116,0.594,0.169,0.237
401,2,1099.5506538647242,1,0,494,11.272,2.98,0.569,0.107,0.601,0.17,0.229
401,3,1203.0778994280683,1,1,496,11.335,2.915,0.558,0.006,0.601,0.175,0.224
401,4,1244.9855877124537,1,1,498,11.246,2.908,0.556,-0.03,0.61,0.165,0.225
402,1,820.7955690472588,0,0,464,11.632,2.918,0.5,-0.11,0.608,0.289,0.103
402,2,957.5591143486295,0,0,434,11.572,2.94,0.516,-0.114,0.62,0.272,0.108
402,3,908.7995621189838,0,1,441,11.499,2.993,0.531,-0.102,0.621,0.268,0.111
402,4,1141.2143876679593,0,1,439,11.487,2.984,0.522,-0.111,0.617,0.276,0.107
403,1,1079.9125319815048,1,0,734,11.026,2.984,0.594,0.355,0.764,0.17,0.065
403,2,1436.3687256795147,1,0,722,11.135,2.988,0.598,0.339,0.752,0.183,0.065
403,3,1477.8047300485548,1,1,737,11.365,2.959,0.579,0.237,0.739,0.197,0.064
403,4,1600.4528386776492,1,1,709,11.257,2.953,0.581,0.218,0.739,0.196,0.065
404,1,820.1244678322689,1,0,1969,11.073,3.061,0.587,0.354,0.732,0.208,0.059
404,2,1071.838680199537,1,0,1980,11.088,3.049,0.573,0.281,0.732,0.207,0.061
404,3,1200.2378983523995,1,1,1862,11.155,3.072,0.575,0.263,0.737,0.206,0.056
404,4,1433.0249198509287,1,1,1895,11.216,3.086,0.566,0.182,0.732,0.211,0.058
405,1,850.5861985445007,1,0,644,11.83,3.028,0.509,-0.054,0.705,0.213,0.082
405,2,1006.5852288550306,1,0,657,11.804,3.017,0.498,-0.121,0.714,0.209,0.078
405,3,1005.3347163023947,1,1,699,11.678,3.014,0.505,-0.094,0.717,0.209,0.074
405,4,1038.2160683793522,1,1,674,11.558,3.034,0.493,-0.11,0.726,0.202,0.073
406,1,799.9534830014377,1,0,148,11.869,2.926,0.574,0.226,0.784,0.108,0.108
406,2,1006.3986050838247,1,0,150,11.877,2.92,0.533,0.171,0.8,0.1,0.1
406,3,1074.6177351751967,1,1,156,11.944,2.955,0.506,0.057,0.795,0.09,0.115
406,4,1260.7111194140698,1,1,160,11.96,3,0.506,-0.025,0.781,0.1,0.119
407,1,1004.6692492690111,0,0,1663,11.168,2.963,0.566,0.261,0.745,0.203,0.052
407,2,1142.2791935500536,0,0,1707,11.173,3.006,0.562,0.225,0.737,0.208,0.055
407,3,1153.429519833658,0,1,1699,11.114,2.984,0.556,0.2,0.739,0.207,0.054
407,4,1391.6611007325978,0,1,1628,11.153,2.984,0.557,0.169,0.734,0.209,0.057
408,1,693.5622533193985,0,0,659,11.388,3.111,0.557,0.078,0.572,0.275,0.153
408,2,1070.2929220108851,0,0,762,11.594,3.083,0.549,0.015,0.567,0.28,0.154
408,3,1150.2324208430061,0,1,743,11.49,3.043,0.536,-0.005,0.56,0.281,0.159
408,4,1230.3824453415752,0,1,747,11.492,3.048,0.529,-0.041,0.565,0.278,0.157
409,1,944.7928609521554,0,0,140,10.485,2.786,0.593,0.329,0.671,0.186,0.143
409,2,1133.0458816999412,0,0,149,10.537,2.805,0.597,0.285,0.685,0.181,0.134
409,3,878.917890520969,0,1,167,10.927,2.784,0.563,0.136,0.689,0.186,0.126
409,4,1557.2923745655917,0,1,183,11.053,2.831,0.541,0.046,0.705,0.18,0.115
410,1,1073.1384624854802,1,0,443,10.976,3.018,0.623,0.38,0.727,0.221,0.052
410,2,1137.6347705614883,1,0,508,11.238,3.065,0.604,0.306,0.748,0.203,0.049
410,3,1387.991292183048,1,1,501,11.354,3.022,0.599,0.266,0.754,0.202,0.044
410,4,1665.4897118217161,1,1,535,11.433,2.959,0.566,0.094,0.759,0.198,0.043
411,1,1017.9152498745004,0,0,242,10.998,3.008,0.525,0.119,0.674,0.281,0.045
411,2,1192.876731327002,0,0,244,11.084,2.934,0.529,0.106,0.672,0.287,0.041
411,3,1170.5431504858273,0,1,290,11.639,3.09,0.49,-0.202,0.669,0.286,0.045
411,4,1131.6767727045092,0,1,296,11.741,3.135,0.527,-0.251,0.649,0.291,0.061
412,1,820.8595108512537,0,0,167,11.465,3.132,0.455,0.142,0.725,0.18,0.096
412,2,886.8923218881697,0,0,176,11.377,3.131,0.443,0.124,0.739,0.165,0.097
412,3,1435.9807416405924,0,1,167,11.485,3.09,0.455,0.058,0.707,0.186,0.108
412,4,1231.0518663494843,0,1,169,11.358,3.101,0.444,0.039,0.698,0.189,0.112
413,1,745.8488260114051,0,0,548,12.049,2.964,0.482,-0.232,0.445,0.398,0.157
413,2,781.2450009190255,0,0,572,11.903,2.953,0.469,-0.227,0.441,0.402,0.157
413,3,827.1886057678315,0,1,578,11.849,2.931,0.484,-0.201,0.45,0.393,0.157
413,4,1099.6898614133684,0,1,544,11.896,2.936,0.489,-0.26,0.449,0.399,0.153
414,1,835.121700655155,0,0,360,11.591,2.983,0.467,-0.395,0.814,0.078,0.108
414,2,803.1468683680847,0,0,350,11.442,3.011,0.474,-0.342,0.814,0.074,0.111
414,3,951.7026897009002,0,1,347,11.468,3.009,0.49,-0.296,0.821,0.063,0.115
414,4,1063.1616210245973,0,1,369,11.533,2.897,0.504,-0.332,0.818,0.068,0.114
415,1,789.9821093510932,1,0,353,11.651,3.082,0.524,-0.018,0.609,0.32,0.071
415,2,991.6997705438968,1,0,334,11.556,3.066,0.515,-0.015,0.614,0.308,0.078
415,3,1263.9119983716726,1,1,383,11.787,3.057,0.48,-0.213,0.637,0.295,0.068
415,4,1138.6022246480845,1,1,367,11.648,2.954,0.458,-0.209,0.624,0.308,0.068
416,1,722.1174352657761,0,0,245,12.343,2.89,0.449,-0.572,0.686,0.22,0.094
416,2,700.135839098711,0,0,239,12.108,2.95,0.435,-0.537,0.669,0.251,0.079
416,3,830.7356708507521,0,1,242,11.937,2.88,0.446,-0.47,0.665,0.248,0.087
416,4,902.0703321757344,0,1,239,11.823,2.879,0.46,-0.439,0.661,0.243,0.096
417,1,672.201726348601,1,0,112,12.175,2.964,0.491,-0.474,0.741,0.214,0.045
417,2,817.9114144900433,1,0,105,12.06,2.952,0.505,-0.321,0.743,0.21,0.048
417,3,908.0269252321768,1,1,124,11.547,3.016,0.54,-0.332,0.734,0.226,0.04
417,4,957.9677873033122,1,1,122,11.716,2.984,0.525,-0.368,0.738,0.221,0.041
418,1,705.1661088960021,1,0,496,11.745,2.98,0.484,-0.208,0.784,0.19,0.026
418,2,1026.0490721386209,1,0,484,11.652,2.981,0.483,-0.208,0.791,0.182,0.027
418,3,1128.6619736723649,1,1,462,11.607,2.974,0.487,-0.203,0.781,0.186,0.032
418,4,1127.6516809267353,1,1,444,11.627,2.955,0.475,-0.253,0.784,0.194,0.023
419,1,802.4781889333653,0,0,369,11.249,2.892,0.547,0.282,0.783,0.13,0.087
419,2,1164.7753410712508,0,0,354,11.193,2.876,0.54,0.281,0.785,0.13,0.085
419,3,1163.1689618360087,0,1,430,11.278,2.951,0.542,0.181,0.781,0.14,0.079
419,4,1115.6340914770071,0,1,418,11.072,2.914,0.541,0.151,0.787,0.136,0.077
420,1,809.032989330229,1,0,426,10.996,2.901,0.58,0.345,0.784,0.153,0.063
420,2,991.1168711288151,1,0,444,11.244,2.885,0.579,0.296,0.784,0.153,0.063
420,3,1548.0665685041254,1,1,429,11.186,2.911,0.58,0.264,0.781,0.163,0.056
420,4,1466.7342583525065,1,1,437,11.369,2.95,0.563,0.166,0.783,0.165,0.053
421,1,747.6484012536307,1,0,146,11.529,3.13,0.582,0.036,0.815,0.11,0.075
421,2,1262.7685747312353,1,0,173,11.067,3.023,0.618,0.083,0.78,0.121,0.098
421,3,1435.6894114093593,1,1,200,11.346,2.99,0.575,-0.096,0.77,0.11,0.12
421,4,1292.1192214748812,1,1,194,11.284,2.979,0.552,-0.112,0.753,0.124,0.124
422,1,751.6611861484573,0,0,101,11.644,3.059,0.574,-0.013,0.693,0.188,0.119
422,2,760.4298212659967,0,0,103,11.671,3.223,0.553,-0.105,0.709,0.175,0.117
422,3,1157.128270743364,0,1,105,11.803,3.171,0.571,-0.177,0.705,0.181,0.114
422,4,1782.589887212491,0,1,117,12.071,3.205,0.538,-0.294,0.709,0.179,0.111
423,1,817.7298922402673,0,0,1252,11.316,3.014,0.574,0.231,0.665,0.222,0.113
423,2,1090.5892689380703,0,0,1237,11.361,3.022,0.573,0.22,0.677,0.21,0.113
423,3,1121.5143998866965,0,1,1195,11.306,3.032,0.577,0.191,0.674,0.216,0.11
423,4,1287.9819692167869,0,1,1148,11.35,3.026,0.577,0.147,0.666,0.222,0.112
424,1,918.6020032075523,1,0,517,11.606,3.015,0.497,-0.013,0.785,0.18,0.035
424,2,1587.5864234960375,1,0,529,11.983,3.023,0.499,-0.101,0.796,0.17,0.034
424,3,1237.2052616680012,1,1,575,11.975,3.057,0.52,-0.082,0.8,0.165,0.035
424,4,1268.617554237854,1,1,561,12.094,3.03,0.506,-0.098,0.79,0.176,0.034
425,1,942.7215172300182,1,0,865,11.32,2.931,0.555,0.201,0.898,0.079,0.023
425,2,1145.0472984321611,1,0,838,11.206,2.915,0.553,0.223,0.897,0.081,0.021
425,3,1324.6982842984123,1,1,832,11.382,2.88,0.543,0.186,0.898,0.082,0.02
425,4,1689.1498246806073,1,1,822,11.415,2.9,0.536,0.123,0.897,0.085,0.018
426,1,903.1002030258126,0,0,1059,11.612,2.969,0.53,0.011,0.557,0.229,0.214
426,2,1094.6447633592586,0,0,1072,11.62,2.96,0.529,0.004,0.553,0.232,0.215
426,3,1134.885034103864,0,1,1111,11.687,2.972,0.531,-0.036,0.547,0.239,0.214
426,4,1249.8023650421871,0,1,1112,11.631,2.971,0.522,-0.065,0.557,0.242,0.201
427,1,974.1540116910346,0,0,618,11.666,2.905,0.463,-0.202,0.864,0.078,0.058
427,2,929.0616337588566,0,0,620,11.708,2.934,0.471,-0.183,0.858,0.082,0.06
427,3,1083.7739783664392,0,1,598,11.756,2.915,0.473,-0.188,0.855,0.082,0.064
427,4,1285.9643907247262,0,1,569,11.705,2.902,0.48,-0.174,0.861,0.079,0.06
428,1,902.2106498610989,1,0,1972,11.837,2.96,0.492,-0.136,0.647,0.204,0.149
428,2,1043.0222411357465,1,0,1997,11.684,2.976,0.502,-0.078,0.646,0.201,0.153
428,3,1230.7404326930257,1,1,1975,11.63,2.991,0.512,-0.07,0.649,0.195,0.156
428,4,1216.5548917137755,1,1,1920,11.656,3.011,0.512,-0.102,0.652,0.192,0.156
429,1,926.2691033579529,1,0,217,11.667,2.839,0.576,0.05,0.668,0.318,0.014
429,2,1014.6822433356697,1,0,222,11.676,2.914,0.59,0.078,0.671,0.32,0.009
429,3,1224.1004263308855,1,1,218,11.717,2.922,0.596,0.115,0.651,0.335,0.014
429,4,1333.6943728465717,1,1,218,11.866,2.917,0.56,0.084,0.665,0.317,0.018
430,1,1011.5177299628273,0,0,644,11.429,3.012,0.523,-0.009,0.665,0.269,0.067
430,2,966.1083299169596,0,0,645,11.422,3.023,0.519,-0.034,0.664,0.264,0.073
430,3,1050.7065934993343,0,1,651,11.537,3.058,0.512,-0.133,0.674,0.253,0.072
430,4,1172.8712726684755,0,1,638,11.51,3.033,0.516,-0.147,0.668,0.26,0.072
431,1,800.0966033823639,1,0,77,11.549,3.169,0.545,0.182,0.753,0.221,0.026
431,2,1245.9134956030955,1,0,74,11.928,3.081,0.541,0.021,0.77,0.203,0.027
431,3,1307.5592712694192,1,1,78,12.13,3.077,0.551,-0.092,0.756,0.218,0.026
431,4,1271.428090312332,1,1,92,11.737,3.022,0.522,-0.182,0.793,0.185,0.022
432,1,603.860915400266,0,0,193,11.626,2.824,0.518,-0.078,0.477,0.285,0.238
432,2,867.9483406286347,0,0,211,11.296,2.848,0.502,-0.101,0.46,0.284,0.256
432,3,925.3168085607422,0,1,221,11.175,2.842,0.525,-0.063,0.466,0.281,0.253
432,4,1096.2379309259707,0,1,216,11.174,2.866,0.514,-0.085,0.481,0.287,0.231
433,1,832.1068555223065,0,0,285,11.095,2.909,0.554,0.071,0.681,0.204,0.116
433,2,987.3667592210401,0,0,274,11,2.938,0.547,0.054,0.682,0.208,0.109
433,3,1165.8754063679148,0,1,273,11.272,2.934,0.531,-0.103,0.645,0.234,0.121
433,4,1453.5247810912765,0,1,257,11.26,3,0.545,-0.108,0.638,0.245,0.117
434,1,958.1916202914987,0,0,187,11.356,2.781,0.471,-0.051,0.765,0.155,0.08
434,2,978.5392685016449,0,0,209,11.392,2.742,0.478,-0.059,0.756,0.172,0.072
434,3,1085.783962190901,0,1,208,11.375,2.755,0.481,-0.145,0.798,0.135,0.067
434,4,963.1311893186745,0,1,193,11.527,2.819,0.482,-0.167,0.788,0.14,0.073
435,1,600.7560301544531,1,0,231,11.825,3.061,0.459,-0.316,0.606,0.268,0.126
435,2,963.6394824330151,1,0,224,11.746,3.062,0.478,-0.28,0.594,0.272,0.134
435,3,906.2854220109868,1,1,251,11.887,2.964,0.474,-0.292,0.578,0.295,0.127
435,4,1158.1533636969891,1,1,233,11.864,2.923,0.459,-0.269,0.567,0.296,0.137
436,1,718.6802565973193,1,0,333,11.695,2.937,0.571,0.078,0.85,0.123,0.027
436,2,924.2090298733071,1,0,344,11.571,2.977,0.567,0.109,0.849,0.122,0.029
436,3,1104.2506052547958,1,1,353,11.559,2.969,0.567,0.052,0.841,0.136,0.023
436,4,1376.3364220974552,1,1,379,11.655,2.995,0.541,-0.017,0.86,0.124,0.016
437,1,921.0379852845418,0,0,701,11.099,3.044,0.602,0.223,0.746,0.204,0.05
437,2,1029.8113366686541,0,0,700,11.245,3.006,0.603,0.197,0.751,0.2,0.049
437,3,1246.9705947903572,0,1,660,11.308,3.029,0.609,0.185,0.744,0.209,0.047
437,4,1227.959290767209,0,1,658,11.498,3.04,0.593,0.081,0.734,0.214,0.052
438,1,688.6073269828304,0,0,1253,12.097,2.993,0.401,-0.427,0.796,0.186,0.018
438,2,756.6375185011755,0,0,1222,11.981,2.998,0.415,-0.365,0.794,0.188,0.018
438,3,899.4981789984496,0,1,1232,11.854,2.968,0.43,-0.312,0.794,0.19,0.016
438,4,1032.898686519499,0,1,1274,11.842,3.002,0.436,-0.307,0.796,0.189,0.015
439,1,778.8324063090602,1,0,261,11.546,2.897,0.559,0.182,0.563,0.264,0.172
439,2,1546.558452193844,1,0,251,11.454,2.801,0.542,0.107,0.55,0.275,0.175
439,3,1480.3263588411035,1,1,243,11.384,2.848,0.564,0.111,0.56,0.267,0.173
439,4,1445.9378851560655,1,1,243,11.279,2.823,0.56,0.051,0.556,0.276,0.169
440,1,795.8491546681678,1,0,487,11.549,2.969,0.522,-0.018,0.575,0.316,0.109
440,2,1062.022578645688,1,0,500,11.622,2.926,0.516,-0.109,0.58,0.314,0.106
440,3,1491.5999274525748,1,1,494,11.648,2.966,0.516,-0.122,0.573,0.31,0.117
440,4,1776.797466373014,1,1,491,11.782,3.033,0.527,-0.159,0.574,0.312,0.114
441,1,797.3141037956756,0,0,129,12.012,3.101,0.589,-0.04,0.504,0.364,0.132
441,2,1160.6777689391279,0,0,150,11.937,3.16,0.573,0.008,0.493,0.387,0.12
441,3,1372.7414698664115,0,1,137,11.976,3.124,0.577,0.028,0.482,0.394,0.124
441,4,1507.9660602344838,0,1,158,11.561,3.044,0.557,0,0.494,0.38,0.127
442,1,681.3891852511287,0,0,201,11.284,3.259,0.522,0.158,0.488,0.333,0.179
442,2,954.132892182563,0,0,216,11.47,3.167,0.505,0.044,0.505,0.329,0.167
442,3,1272.45389532699,0,1,212,11.362,3.184,0.491,0.054,0.5,0.335,0.165
442,4,1251.464671921431,0,1,227,11.763,3.119,0.52,0.019,0.48,0.348,0.172
443,1,564.4813525253496,0,0,264,11.505,3.087,0.519,0.01,0.799,0.117,0.083
443,2,785.82817488656,0,0,250,11.539,3.148,0.528,-0.008,0.796,0.116,0.088
443,3,867.1402706200662,0,1,284,11.637,3.173,0.539,-0.008,0.785,0.137,0.077
443,4,982.7858164829822,0,1,295,11.761,3.159,0.519,-0.062,0.793,0.125,0.081
